Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot67,"Nootropix",hard,64,Active,"Spawn Rush","Spawn Rush: Objective #1","1","16:54:31","N/A",
Bot66,"Pherik",hard,68,Active,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","1","16:54:31","N/A",
Bot68,"archon0ne",hard,60,Pending,"Boilers","Boilers: Objective #1","1","16:54:31","N/A",
