Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot67,"Мирон Инвестор (Kiobu)",normal,45,Failed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","18:59:29","18:59:46",
