Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #7","1","14:47:02","14:47:27",
Bot41,"Ричи Шапито (Fin)",normal,57,Failed,"White King","White King: Objective #13","1","14:47:32","14:47:44",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #4","1","14:47:49","14:48:35",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #9","1","14:48:40","14:49:17",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #8","1","14:49:22","14:49:29",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #11","1","14:49:34","14:49:54",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #1","1","14:49:59","14:50:47",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #2","1","14:50:52","14:51:01",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #3","1","14:51:06","14:51:19",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #6","1","14:51:24","14:51:46",
Bot41,"Ричи Шапито (Fin)",normal,57,Completed,"White King","White King: Objective #12","1","14:51:51","14:52:09",
Bot41,"Ричи Шапито (Fin)",normal,57,Active,"Command Center","Command Center: Objective #1","1","14:52:14","N/A",
Bot47,"Gleneth",normal,59,Failed,"Command Center","Command Center: Objective #9","1","14:47:22","14:47:53",
Bot48,"Solarint",normal,62,Failed,"D2 Switch","D2 Switch: Objective #1","1","14:47:22","14:48:21",
Bot49,"Colonel",normal,68,Failed,"Black Pawn Roof","Black Pawn Roof: Objective #1","1","14:47:28","14:51:02",
Bot52,"Савелий Блатной (DrakiaXYZ)",normal,57,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","14:48:56","14:50:51",
Bot52,"Савелий Блатной (DrakiaXYZ)",normal,57,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","14:50:56","14:51:36",
Bot52,"Савелий Блатной (DrakiaXYZ)",normal,57,Completed,"Hermetic Depot","Hermetic Depot: Objective #2","1","14:51:42","14:53:09",
Bot52,"Савелий Блатной (DrakiaXYZ)",normal,57,Active,"Hermetic Depot","Hermetic Depot: Objective #1","1","14:53:15","N/A",
Bot58,"Waffle",normal,70,Active,"D2 Switch","D2 Switch: Objective #1","1","14:51:58","N/A",
Bot59,"Baliston",normal,70,Pending,"White Pawn Roof","White Pawn Roof: Objective #2","1","14:51:58","N/A",
